,listing_id,id,date,reviewer_name,comments
14511,6937576.0,44811598.0,2015-08-29,Gabriella,"ottima esperienza, appartamento molto spazioso e pulito in una bella zona di Rovereto abbastanza vicino al centro. Roberto e Cinzia sono stati gentilissimi e molto disponibili anche quando l'ultimo giorno abbiamo dovuto lasciare l'appartamento qualche ora prima del previsto. "
14512,6937576.0,45016410.0,2015-08-30,David,Grazie a Roberto e a Cinzia. L'appartamento e spazioso e pulito e siamo stati molto soddisfatti
14513,6937576.0,48991631.0,2015-09-30,Marina,"Cinzia and Roberto are wonderful host, very helpful and easy for comunication! Accommodation is perfect and just like on the pictures. I spent wonderful month here."
14514,6937576.0,53549448.0,2015-11-09,Federico,"We stayed at Cinzia and Roberto's flat only one night but we felt immediately welcome. Roberto showed us around upon arrival and everything went smoothly. Summary: nice and friendly hosts, old house but very clean, terrace, simple breakfast provided, local fruit (we had a persimmon of Roberto's tree, delicious). Only downside (for me at least): feeble Wi-Fi."
14515,6937576.0,55030818.0,2015-11-27,Hans-Jürgen,"The appartment was very clean und very nice! And it is a good point to start the visit in Rovereto. The communication with Cinzia and Roberto was constant, very friendly and very kindly! Everything was perfect! Cinzia, thank you very much for all !"
14516,6937576.0,55326429.0,2015-11-29,Roberto,"Siamo stati benissimo da Cinzia, Roberto e Silvia: ci hanno dedicato tutte le attenzioni l'amicizia possibili e si sono prodigati per fornirci consigli sui luoghi da visitare e dove mangiare, anche fuori Rovereto. La casa è un edificio del '700 con tanti oggetti antichi e le stanze a disposizione comode e spaziose, ci sono un bagno e una doccia a disposizione degli ospiti. Si raggiunge il centro di Rovereto in 10 minuti. La città è molto affascinante, ricca di edifici e angoli storici: in questo periodo consigliatissimi i mercatini di Natale. Da non perdere il Museo della guerra."
14517,6937576.0,55871915.0,2015-12-06,Helena,"Amazing place in a great part of rovereto! The hosts are amazing! They made our trip fantastic, even driving us to the train station early in the morning for our departure. Rovereto is the custest place in the north of italy! "
14518,6937576.0,55988205.0,2015-12-07,Marco,"Sensazionale appartamento vicinissimo al centro di Rovereto. Incredibilmente spazioso ed emozionante, curato in ogni dettaglio. Ospitalità eccezionale, siamo stati accolti da Roberto che si è reso disponibile per qualsiasi informazione, parcheggi, posti dove mangiare, indicazioni sul traffico. Ci siamo sentiti veramente coccolati. Rapporto qualità prezzo oltre ogni limite concepibile. Dieci più più più più più. Raccomando questa sistemazione veramente a tutti! APPARTAMENTO INCANTEVOLE ed ACCOGLIENZA STUPEFACENTE! "
14519,6937576.0,56104199.0,2015-12-08,Alberto,"Very spacious and clean apartment. Quiet area just outside Rovereto. Hosts were nice and helpful, they even kindly provided us with small breakfast although it was not included in the room price."
14520,6937576.0,56192430.0,2015-12-10,Michele,"Ottima l'accoglienza di Roberto, la casa è molto particolare situata in bel quartiere di Rovereto. Ottima la vicinanza ai luoghi di interesse Michele e Roberta"
14521,6937576.0,58606309.0,2016-01-03,Marco,"Un ottimo appartamento grande, pulito, caldo (siamo andati a fine anno) e soprattutto molto accogliente e fornito di tutto. Cinzia e Roberto sono stati gentilissimi e attenti padroni di casa. *Posizionato in un suggestivo borgo storico * 5 min in macchina da Rovereto Centro * In posizione strategica per raggiungere la vicina stazione sciistica di Folgaria. Marco & Elisa  "
14522,6937576.0,60134029.0,2016-01-19,Antonio,"Cosa dire, l'appartamento si trova in un palazzo d'epoca ed è un incanto, ha dei soffitti affrescati meravigliosi, è grande e molto accogliente. I proprietari sono qualcosa che descrivere semplicemente come gentili e disponibili è riduttivo. Ci hanno accolti e fatti sentire come fossimo a casa nostra sin dal primo minuto. Io e la mia compagna siamo veramente commossi da cotanta gentilezza che al giorno d'oggi è difficile trovare. Si sono offerti di accompagnarci in macchina in centro, alla stazione, sebbene distino comunque 15/20 minuti a piedi e comunque ci sono ben due bus per il centro per chi non avesse voglia di camminare. Veramente grazie. Consigliato assolutamente!"
14523,6937576.0,61621980.0,2016-02-06,Paolo,"accoglienza perfetta, non mi aspettavo di finire in un posto così magnifico, due cose che mi sono particolarmente piaciute letto veramente rigido, e la tazza per la colazione. L'unica cosa che mi dispiace è di aver avuto poco tempo per godere del posto"
14524,6937576.0,61739617.0,2016-02-07,Simone,"Casa ampia e spaziosa nel centro di Rovereto, con comodo parcheggio. Cinzia e Roberto non ci hanno fatto mancare nulla! Consigliato per tutti. Ottimo week-end... Grazie ancora"
14525,6937576.0,62476382.0,2016-02-14,Davide,"L'appartamento é senza dubbio il più spazioso e luminoso appartamento dove noi abbiamo soggiornato. Hanno perfino uno stupendo soggiorno! La cucina é dotata di tutto e se manca qualcosa basta chiedere al proprietario Roberto, che mi ha dato anche l'aglio per il soffritto! Casa molto silenziosa e confortevole. Ospiti disponibilissimi e mai invadenti. Tutto ok!"
14526,6937576.0,63575030.0,2016-02-24,Irene,"Non c'era Cinzia ad aspettarci perchè era malata (Website hidden by Airbnb) ha accolto il marito, gentilissimo, ci ha spiegato tutto. L'appartamento meraviglioso, con tutti i comfort, antico e allo stesso tempo ricco di oggetti provenienti da tutto il mondo, ci ha fatto sentire a nostro agio, in un borgo storico a due passi dal centro di Rovereto ,veramente molto carino."
14527,6937576.0,65791921.0,2016-03-17,Silva,"L´appartamento è molto carino, spazioso, tranquillo e pulito. Non ci mancava niente! C´erano anche cose per la colazione suppletiva. Roberto e Cinzia sono padroni di casa molto affabile e disponibile. Per altro Roberto ci ha preso e riportato in stazione, molto gentile! L´appartamento è veramente un consiglio. "
14530,6937576.0,66746676.0,2016-03-24,Guido,"Io e mia figlia siamo stati felici di aver scelto l'appartamento di Cinzia per la nostra visita di due giorni a Rovereto. Lo spazio è veramente molto bello, grande e accogliente, oltre ad essere situato in una zona molto tranquilla e defilata. E' inoltre dotato di tutti i comfort, a partire dai piccoli dettagli fino a quanto serve per sentirsi a casa propria durante il soggiorno. Non abbiamo avuto l'opportunità di incontrare Cinzia, ma Roberto è stato gentilissimo nel guidarci e nell'accoglierci, oltre che disponibile nel fornirci utili informazioni sui dintorni.  "
14531,6937576.0,67356930.0,2016-03-28,Nadine,"Wir wurden wirklich sehr freundlich empfangen, und die Gastgeber haben uns alles wunderbar erklärt und waren sehr hilfsbereit. Die alte und riesige Wohnung in dem alten Städtchen Rovereto ist recht ruhig gelegen und hat eine sonnige Terrasse. Die Wohnung ist sauber gewesen und hat einen sehr eigenen alten Charme. "
14532,6937576.0,67740374.0,2016-03-31,Michela,"L'appartamento è vicino al centro, molto comodo. È dotato di tutti i comfort necessari, non manca proprio nulla! L'ospitalità è stata impeccabile, i proprietari ci hanno fatto sentire a nostro agio. "
14533,6937576.0,70789313.0,2016-04-20,Davide,Roberto is a top-notch host. He picked me up at the train station and gave me all the directions I needed to make the most of Rovereto. His place is basically a XVIII century Italian palazzo - pure bliss. Breakfast is generous and the bed large and comfy. Thank you again Roberto!
14534,6937576.0,71699174.0,2016-04-27,Elie,"Roberto e Cinzia sono due host veramente simpatici ospitali: sin dal nostro arrivo non ci hanno fatto mancare nulla e si sono sempre mantenuti in contatto con noi per ogni evenienza. L'alloggio era in un sobborgo tranquillo ben coolegato a Rovereto centro. La casa, bella e accogliente come in foto, e spaziosa e dotata di ogni comfort."
14535,6937576.0,74626713.0,2016-05-16,Francesco,"Cinzia e Roberto sono stati molto gentili e disponibili. Anche se non abbiamo potuto incontrarci se non l'ultimo giorno, hanno fatto tutto il possibile per aiutarci e assicurarci che andasse tutto bene. Loro figlio è venuto a recuperarci in stazione a Rovereto e Roberto ci ha riaccompagnato quando siamo dovuti ripartire. La casa è molto più grande di quello che ci si potrebbe aspettare guardando solamente le foto. Consigliato."
14536,6937576.0,75602581.0,2016-05-22,Fulvio,"Tutto perfetto , accoglienza calorosa e disponibilità totale!! "
14537,6937576.0,76705562.0,2016-05-29,Matt,A very warm welcome from Cinzia's husband Roberto who speaks excellent English. The property is huge and has a really homely feeling thanks to it having been artfully decorated and furnished. The outdoor space is a real bonus. The accomodation is located in a quiet backstreet just about 200m from the square where you can buy the most gorgeous ice cream. A footpath / cycle way runs from the square along the river to the old town. There is lots to visit with a car including of course Lake Garda just 20 mins away- we only stayed for 2 nights which made this the most difficult place to leave in our 4 months of journeying so far.
14538,6937576.0,81589875.0,2016-06-24,Karin,"C’est un plaisir de retrouver Roberto et Cinzia. L’accueil est très chaleureux et l’appartement qui est par ailleurs très typique, est également très spacieux. "
14539,6937576.0,82247040.0,2016-06-27,Gabriele,"Ottimo! Siamo stati veramente bene. Il posto è tranquillo e silenzioso...i proprietari gentili, accoglienti e premurosi! Grazie!"
14540,6937576.0,85978505.0,2016-07-14,Heinz,"Eine persönliche Erklärung aller wesentlichen Funktionen der Unterkunft war obligatorisch, Tipps und Ratschläge für Besichtigungen waren ausgezeichnet."
14541,6937576.0,86384969.0,2016-07-16,小沫,"the host is a very nice and easygoing man, very humor and gentleman. the house is very huge, big kichen , well-equipped, and the house is more than 300 hundred years old, so amazing~"
14542,6937576.0,87896006.0,2016-07-22,Kurt,"Roberto went out of his way to make sure we were comfortable as soon as we arrived. He sat with us and explained the surroundings and offered personal favourites. The apartment was perfect. Great kitchen, bedroom and bathroom. A 5 star experience which we hope to one day return to! Highly recommend "
14543,6937576.0,88821847.0,2016-07-25,Helena,"It was a pleasure to stay with Cinzia and Roberto. We received a very warm welcome, Roberto even provided a parking space. There was breakfast waiting for us in the kitchen, including fruit and drinks. We really enjoyed the peace and quiet of the old house as well as wandering around Rovereto. Would love to come back!"
14544,6937576.0,89376694.0,2016-07-28,Victoria,"Absolutely lovely place to stay! Our hosts where very welcoming and the place was spacious and rustic, with beautiful decor and a very comfortable bed. Definitely recommend to anybody who is looking for a place to stay in the area! "
14545,6937576.0,90875978.0,2016-08-02,Noa,"The apartment was very beautiful, clean and comfortable in a quiet and scenic location. The hosts were welcoming, kind and caring. Thank you for making my stay so pleasant."
14546,6937576.0,91137269.0,2016-08-04,Lena,"Roberto und Cinzia sind tolle Menschen und haben uns für eine Nacht ein wunderbares Zuhause zur Verfügung gestellt. Wir sind mit dem Rad nach Torbole geradelt und haben in Rovereto übernachtet, die Wohnung ist 2 Minuten vom Radweg entfernt und ist perfekt gelegen. Abends haben wir im nahe gelegenen Supermarkt Essen gekauft und den Abend mit Radio auf der Terrasse verbracht. Obst, Joghurt und ein paar Kleinigkeiten waren ebenfalls für uns vorbereitet. Große Empfehlung!"
14547,6937576.0,91660216.0,2016-08-06,Mares,"Unser letzter Stop unsereres MTB Alpencross und ohne Zweifel ein Highlight. Tolle Wohung, Tolle Gastgeber, sehr sehr weiter zu empfehlen!"
14548,6937576.0,95062272.0,2016-08-18,Kay,Everything was perfect! I would say it is an insider tip ;-) !
14549,6937576.0,95084408.0,2016-08-18,Lucilla,"Il soggiorno da Cinzia e Roberto nella loro bellissima casa di Rovereto è stata la nostra prima esperienza con Airbnb e se il buon giorno si vede dal mattino allora abbiamo iniziato una splendida giornata! L'accoglienza è stata calorosa ancora prima che arrivassimo: ci siamo sentiti attesi! Al nostro arrivo tutto era in ordine e Roberto si è seduto a fare due chiacchiere con noi. Abbiamo così capito qual è lo spirito di Airbnb: ospitalità nel senso autentico della parola. La casa si trova in un quartiere tranquillo appena fuori dal centro della città, raggiungibile comunque in pochi minuti con l'auto ma anche con una salutare passeggiata. Abbiamo trovato tutto ciò che occorre per un piacevole soggiorno ""fai da te"": dalle stoviglie agli elettrodomestici. Insomma un'ottima prima esperienza."
14550,6937576.0,95320509.0,2016-08-19,Premek,"The listing description was very accurate, the owners are renting the whole flat, it consists of a bedroom, shower and big kitchen, everything is available. The house is a little complicated to find as it is a tiny one-way street, but the GPS navigation works perfectly. You can walk to the supermarket (25 minutes), the nearest local bus stop is 2 minutes away. We used this place as a stopover between Austrian Alps and Italy (Lago di Garda) and it was a very nice place to stay, can recommend."
14551,6937576.0,97304088.0,2016-08-26,Peter,"A large old fashioned italian looking house very close to the bike path along the Adige river. It has a bedroom, laundry, kitchen and bathroom. Roberto was there on arrival to assist with tourist ideas."
14552,6937576.0,97411648.0,2016-08-27,Natalia,"Lovely area, great takeaway pizza nearby. The apartment was really HUGE for two of us, however, the bed was a bit short for my husband (he's 187cm). The building itself is relatively old - very interesting design on one hand, and specific smell of dust on another (could be not so good for people with asthma). Roberto was very kind to us, leaving a lot of things for the breakfast and explaining everything in three languages at the same time (Italian, German and English) :))"
14554,6937576.0,97708632.0,2016-08-28,Tania,"Cinzia e Roberto sono gli host ideali che tutti vorrebbero incontrare almeno una volta nella vita. Hanno recuperato un lettino da campeggio per la nostra bimba, messo a disposizione marmellate, fette biscottate latte caffè etc per la colazione e dato tante indicazioni su dove poter mangiare. In più Roberto ha raccolto dei pomodorini dall'orto per farli assaggiare alla piccola! La casa è ubicata in un bel quartiere riqualificato a due passi dal centro e accanto al fiume Adige. Insomma: il posto ideale dove alloggiare per visitare Rovereto!"
14555,6937576.0,99018691.0,2016-09-03,Michelangelo,"Proprietari molto gentili e disponibili, casa ottima e pulita! "
14557,6937576.0,99469716.0,2016-09-04,Vera,we had a really warm welcome! the appartement was really clean and comfortable! thank you! :)
14558,6937576.0,99849821.0,2016-09-06,Francesco,"Appartamento bello... ma proprio bello, pulito e spazioso con un fascino de tutto particolare. Ottima ospitalità e completa disponibilità. Ci siamo sentiti a casa. Non posso che consigliarlo di cuore."
14559,6937576.0,100062348.0,2016-09-07,Christian,Siamo stati una notte. Ottima l accoglienza. Posto situato ad un passo dal centro. Ideale per i ciclisti che percorrono la ciclopista del sole da e per il Brennero. La casa si trova infatti a due passi dalla ciclabile.
14560,6937576.0,103774893.0,2016-09-24,Alex,"Rovereto is a charming and picturesque town well worth a visit and there is no better place to stay than Cinzia's Air BnB. The apartment is close to everything:river walk, vineyards, supermarket, bistro and fabulous Gelateria! Our hosts Roberto and Cinzia were laid back but attentive, easy to contact and communicate with. They were happy to go the extra distance to ensure our stay was pleasant and carefree. The apartment is well appointed and provided a home away from home during our trip. Thank you Cinzia and Roberto!"
14561,6937576.0,105828031.0,2016-10-03,Signora,"Roberto ci ha accolto in maniera impeccabile, ci ha dato tutte le informazioni necessarie riguardo l'abitazione e gli spostamenti a rovereto e dintorni. L'abitazione è davvero accogliente e comoda per noi che abbiamo viaggiato con famiglia, insomma non abbiamo trovato nessuna pecca! anche la facilità di parcheggio nelle vicinanze è stato un punto di forza. Consigliatissima! "
14562,6937576.0,116169789.0,2016-11-28,Francesco,"L'appartamento è molto bello e l'accoglienza e la disponibilità ottime. Non è al centro, ma ci si arriva con una passeggiata. Molto soddisfatto."
14563,6937576.0,116611823.0,2016-12-02,Alice,"Ho soggiornato in questa casa dal fascino particolare per una settimana, la cucina è dotata di ogni accessorio, la camera si trova in una posizione silenziosa, Roberto e Cinzia mi hanno fatto trovare il necessario per la colazione. Il parcheggio si trova sotto casa. Ottima pulizia. La zona di Borgo Sacco è a 2 km dal centro. Alloggio consigliato."
14564,6937576.0,117192969.0,2016-12-05,Rebecca,"Casa grande e bella! Molto pulita e accogliente, con camere confortevoli, mi è sembrato di essere davvero a casa! Ci ha accolto Roberto, che con estrema gentilezza ci ha mostrato la casa e tutte le opzioni del posto e dintorni! Siamo stati veramente bene, e richiederemo sicuramente a loro se dovessimo tornare!"
14565,6937576.0,120635600.0,2016-12-11,Federica,"E' stato tutto perfetto e gestito molto bene anche nei dettagli; gentilezza e cortesia sono stati all'ordine del giorno per qualsiasi nostra esigenza: dalla gestione degli orari di arrivo e partenza, alla colazione, alle informazioni per visitare la città. Consigliatissimi e affidabili: sono stati degli host perfetti. Grazie e speriamo a presto."
14566,6937576.0,121017406.0,2016-12-13,Barbara,Appartamento confortevole in località comoda e ben raggiungibile. Vicino al Centro e dotato di ogni confort. Disponibilità e gentilezza dei proprietari. 
14567,6937576.0,124600983.0,2017-01-02,Anna,"We stayed one night on our way through Italy at Cinzia's place. The welcoming was very warm and we were shown everything, recommended restaurants and possibilities to visit and park the car. We went walking to the near river in the evening and spent a quiet night. The flat was very well equipped and even breakfast was available for us. Thank you very much, grazie!"
14568,6937576.0,151845101.0,2017-05-14,Michela,"Casa molto grande e spaziosa. Non aspettatevi un arredamento moderno, ma assolutamente personale e unico, che trasmette un senso di accoglienza che ben si coniuga con la gentilezza e la disponibilità degli host. Inoltre è in una posizione comoda che permette di raggiungere il centro con una piacevole passeggiata."
14569,6937576.0,157258512.0,2017-06-03,Bernadette,"Even though my boyfriend and I stayed in Rovereto for one night only on our trip to Tuscany, we really enjoyed it. Although we arrived very late, Roberto was super friendly and welcoming and showed us everything. The room is clean and tidy and we had everything we needed. There were even some yoghurt and small breakfast items prepared for us in the morning and we were able to use the kitchen and terrace in the morning. Also the area seemed very nice, we were a bit sad we couldn't stay longer to explore the surroundings. We had a wonderful time and recommend the apartment to anybody! "
14570,6937576.0,171356908.0,2017-07-17,Dmitry,"Замечательные приветливые хозяева, просторный дом со всем необходимым, отличный вид на горы. Нам очень понравилось у Cinzia и Roberto! Поблизости есть всё необходимое - супермаркет, пиццерия, кафе, булочная, остановка автобуса. "
14571,6937576.0,172495332.0,2017-07-21,Michael,"Cinzia and Roberto are very nice, the house is very authentic, with lots of artwork. The neighbourhood is gorgeous, close to the River Adige, which is good for cycling."
14572,6937576.0,173982876.0,2017-07-24,Rüdiger,"Es war wunderbar hier zwei Tage zu verbringen, vielen herzlichen Dank an unsere Gastgeber !"
14573,6937576.0,180020813.0,2017-08-09,Ewelina,"We stayed 10 days at Cinzia and Roberto's and enjoyed every day. They are very friendly and helpful hosts and their place is prepared for the guests. If you would like to stay in an Italian home and don't feel like you're staying in a hotel, this is the place. We recommend it 100%."
14574,6937576.0,183130054.0,2017-08-16,Adam,Really nice people!
14578,6937576.0,185965740.0,2017-08-23,Domenico,Cinzia e Roberto sono delle persone
14579,6937576.0,187533471.0,2017-08-27,Walter,"Appartamento molto grande e spazioso, ricavato da un edificio storico molto particolare, molto bello."
14580,6937576.0,192013146.0,2017-09-09,Anja,"Wir haben für 1 Woche die Wohnung von Cinzia und Roberto in Rovereto gebucht, und waren sehr angetan, von dem charaktervollen Haus und der großzügigen Wohnung mit der Terasse, welche wir voll nutzen durften. Bereits vor Reiseantritt war die Kommunikation sehr gut, so dass wir bei etwaigen Fragen schnell Antwort erhielten. Der Check-in ging absolut reibungslos von statten. Wir durften bereits zur Mittagszeit einchecken und wurden sehr freundlich von Roberto empfangen, der sich viel Zeit nahm, um uns verschiedene Sehenswürdigkeiten , Restaurants ect. in seiner Stadt und der Umgebung näher zu bringen. Infobroschüren war auch genügend vorhanden. Mit Cinzia hatten wir ebenso ein nettes Gespräch, die uns weitere tolle Tips hatte, wie z.B. den Lago di Toblino und eines der tollen Wochenmärkte rund um den Gardasee. Zur Begrüßung war ein Obstkorb gefüllt. Saft, Milch, Joghurt, Marmelade, Honig, Nutella,Tee, Kaffee ect. waren ebenso vorhanden wie auch genügend Badetücher und Bettwäsche. Ein Supermarkt der fußläufig in ca. 5 Minuten erreichbar war, war sogar am Samstag bis 19.30Uhr geöffnet. Cinzia und Roberto waren sehr aufmerksame, fürsorglichen Gastgeber, deren Unterkunft sehr gemütlich und sauber war. Danke für die schöne Zeit bei euch!!"
14581,6937576.0,193661454.0,2017-09-14,Bastien,A perfect stay at Rovereto!
14582,6937576.0,194732750.0,2017-09-17,Massimiliano,Appartamento ampio dotato di tutto il necessario. Posizione ottima. Proprietario gentile e disponibile. Assolutamente consigliato.
14583,6937576.0,196878303.0,2017-09-24,Andy,A lovely location in a lovely old part of town near a great gelateria! Great and helpful host :)
14584,6937576.0,199135080.0,2017-10-01,Diego,Tutto perfetto... Gentilissimi e disponibilissimi. Non si può chiedere di più! Consigliati!
14585,6937576.0,217814820.0,2017-12-10,Alessandra,"Casa ampia, datata, ma dotata di tutto ciò che serve. Padroni di casa gentili, corretti e precisi. Nella casa aleggia un sottofondo di fumo di sigaretta."
14586,6937576.0,224081855.0,2018-01-02,Giacomo,Roberto con noi è stato gentilissimo! Veramente consigliato!
14587,6937576.0,225321402.0,2018-01-06,Arturo,Great place to stay! Roberto was incredibly friendly and helpful. The apartment super comfortable and clean. Loved staying there.
14588,6937576.0,227184435.0,2018-01-14,Stefano,"Ospiti ineccepibili, casa molto bella, molto bella e grande e elegante, tutto pulito, lasciano anche asciugamani e una cucina molto attrezzata, con inclusa una abbondante colazione, Estremamente disponibili per il check in/out e per suggerimenti su cosa si può fare in zona! Consigliati!"
14589,6937576.0,238091238.0,2018-02-25,Marianna,"Abbiamo soggiornato da Cinzia e Roberto per due notti e ci siamo trovati molto bene. La casa era pulita e in ordine, i proprietari sono molto precisi e cordiali! Torneremo!"
14590,6937576.0,238624169.0,2018-02-26,Goran,"Iznimno gostoprimstvo, nedaleko od centra grada, vrlo fleksibilan domaćin, prostor je uređen sa autentičnim starim namještajem, cijena veoma prihvatljiva."
14591,6937576.0,242083822.0,2018-03-11,Agnese,"L'appartamento è grande ..abbiamo portato anche la nostra gattina..che è stara ben accolta. Conosciamo già la zona da (Website hidden by Airbnb) stare in un appartamento a borgo sacco era la prima volta. Che dire degli host...deliziosi,cordiali, alla mano. Siamo stati bene"
14592,6937576.0,246811883.0,2018-03-26,Evelina,"Appartamento spazioso, tranquillo e dotato di tutto il necessario, in ottima posizione, proprietari disponibili e molto accoglienti. Il soggiorno a Rovereto in casa di Cinzia e Roberto è stato davvero piacevole!"
14593,6937576.0,247598382.0,2018-03-29,Tommaso,Casa in ottima posizione con possibilità di accedere a piedi a tutte le principali attrattive e comodity. Casa vecchia ma ben tenuta!
14594,6937576.0,252619010.0,2018-04-11,Marie,"L appartement est très bien situé , il est très spacieux et nous pouvons profiter d une jolie terrasse. L accueil à été très chaleureux avec de petites attentions attentions comme laisser de quoi manger au petit déjeuner , café , thé biscottes confitures.... et quelques boissons au frigo. Nous sommes absolument ravis et recommandons vivement cet endroit"
14595,6937576.0,258036946.0,2018-04-28,Lorenzo,Ci ba
14596,6937576.0,258356353.0,2018-04-29,Sander,"Nice appartment, good advice on things tot do and very welcoming host!"
14597,6937576.0,262234932.0,2018-05-08,Isabella,"Unser Aufenthalt in Rovereto bei Cinzia und Roberto war wunderbar. Besonders hervorzuheben ist die außerordentliche Gastfreundschaft der beiden. Roberto hat uns vom Bahnhof abgeholt mit seinem Pkw und uns die Nachbarschaft vorgestellt. Die Unterkunft selbst ist ein großes Apartment, nicht bloß ein Zimmer. Besonders schön ist die private große Terrasse, wir haben uns jeden Tag auf das Frühstück gefreut, das auch für uns bereitgestellt wurde. Die Lage ist in einem schönen Teil der Stadt nahe des Flusses, zum Bahnhof etwa 20 min zu Fuß. Auch perfekt für Ausflüge an den Gardasee. Gerne kommen wir wieder zurück."
14598,6937576.0,266108337.0,2018-05-19,Charlotte,"Nous avons été très bien accueillis par Roberto. Le logement correspond exactement à la description et aux photo. Il est très propre, bien aménagé et bien équipé. La terrasse est très agréable. Merci encore Roberto pour votre gentillesse et vos petites attentions !"
14599,6937576.0,266497534.0,2018-05-20,Manuele,"Casa grande con arredi un po' datati ma abbastanza confortevole, letto molto comodo, host presente e puntuale. C'è anche la possibilità di farsi la colazione, di cui però non abbiamo usufruito causa altri impegni."
14600,6937576.0,268846274.0,2018-05-26,Konstantin,"Second Time, great again!! Thanks! "
14601,6937576.0,269820780.0,2018-05-28,Eleonora,L appartamento davvero bello e spazioso con una vista stupenda. C era anche un terrazzo privato che dava sul giardino e le montagne. Presente anche la colazione. Cinzia e Roberto davvero disponibili ci tornerò sicuramente!
14602,6937576.0,274945951.0,2018-06-10,Alberto,"Cinzia e Roberto sono stati davvero molto ospitali, gentili e premurosi, la loro casa è bellissima e in un'ottima posizione per visitare tutta Rovereto! Sono stati estremamente disponibili, specie al check out, quando abbiamo avuto un problemino per cui ci è servita la casa per un po' di tempo extra! Sicuramente consigliatissimi, un posto dove tornare! "
14603,6937576.0,276963533.0,2018-06-15,Sorrell,"Cinzias place is amazing! It’s so beautiful. Clean, unique, comfortable and welcoming. We really want to stay again for longer because we only had one night due to train strikes disturbing travel. Communication with hosts was excellent. The pictures online do not show how amazing this place is. "
